input_length,compute_time
18,0.16603708267211914
21,0.17103815078735352
14,0.14103126525878906
37,0.24605512619018555
17,0.15203404426574707
35,0.24305438995361328
21,0.17003822326660156
16,0.14203166961669922
33,0.2270510196685791
17,0.15203380584716797
16,0.14103126525878906
23,0.189042329788208
14,0.14303207397460938
11,0.13202929496765137
20,0.1600358486175537
19,0.17003846168518066
27,0.20804595947265625
14,0.14203190803527832
20,0.16103601455688477
26,0.1980440616607666
27,0.20804595947265625
20,0.16203665733337402
25,0.19104242324829102
22,0.1800403594970703
22,0.18004083633422852
14,0.14203190803527832
17,0.15303325653076172
14,0.14503264427185059
20,0.16403651237487793
18,0.16203641891479492
42,0.2760617733001709
32,0.2180492877960205
27,0.2090461254119873
20,0.16203618049621582
17,0.15303444862365723
19,0.17003798484802246
15,0.15203404426574707
12,0.12302732467651367
18,0.16303730010986328
19,0.1710374355316162
29,0.21104717254638672
33,0.22705078125
47,0.30406761169433594
35,0.2450551986694336
18,0.16303610801696777
15,0.15203404426574707
17,0.15203499794006348
13,0.13202857971191406
22,0.18104100227355957
28,0.1980438232421875
25,0.19104290008544922
21,0.17203831672668457
22,0.1800401210784912
15,0.15203380584716797
17,0.15303444862365723
16,0.14103174209594727
14,0.14203143119812012
14,0.14303207397460938
20,0.16203641891479492
25,0.19004225730895996
38,0.2580575942993164
44,0.27306151390075684
25,0.19304275512695312
24,0.17904019355773926
25,0.19104266166687012
30,0.21904897689819336
15,0.15103411674499512
14,0.14303159713745117
22,0.18404150009155273
17,0.15403413772583008
22,0.18104028701782227
27,0.21004700660705566
17,0.15303421020507812
27,0.20804667472839355
22,0.18304085731506348
26,0.20104479789733887
20,0.16203665733337402
9,0.11502552032470703
23,0.19004225730895996
16,0.14203190803527832
26,0.20104551315307617
30,0.21904802322387695
32,0.2180490493774414
44,0.278062105178833
25,0.19104266166687012
16,0.14303231239318848
35,0.2470552921295166
12,0.12402749061584473
16,0.14303207397460938
24,0.18104052543640137
21,0.17403912544250488
32,0.2200489044189453
13,0.13402986526489258
14,0.14003205299377441
20,0.1600358486175537
32,0.2180478572845459
22,0.17904043197631836
16,0.14103126525878906
12,0.12402772903442383
23,0.189042329788208
