input_length,compute_time
24,0.01000213623046875
24,0.00800180435180664
21,0.009002208709716797
18,0.008001565933227539
22,0.00800180435180664
17,0.009001970291137695
14,0.00800180435180664
11,0.009001970291137695
16,0.008002042770385742
16,0.00800180435180664
28,0.00800180435180664
15,0.00800180435180664
41,0.009001970291137695
24,0.008002042770385742
19,0.008001327514648438
18,0.008002042770385742
16,0.009001731872558594
28,0.008002042770385742
18,0.008002042770385742
17,0.009001731872558594
20,0.008001565933227539
23,0.00800180435180664
34,0.009002208709716797
14,0.00800180435180664
17,0.00800180435180664
14,0.009001493453979492
16,0.011003255844116211
14,0.01000213623046875
18,0.011002063751220703
16,0.008001327514648438
20,0.008001327514648438
18,0.009002208709716797
25,0.00800180435180664
20,0.009001970291137695
14,0.008002042770385742
14,0.009001731872558594
18,0.008002042770385742
22,0.009001970291137695
34,0.008001565933227539
39,0.00800180435180664
25,0.008001327514648438
28,0.009002447128295898
34,0.00800180435180664
19,0.008001327514648438
6,0.009001970291137695
17,0.008002281188964844
12,0.008002042770385742
13,0.00900125503540039
12,0.008002519607543945
11,0.008001089096069336
18,0.009002208709716797
19,0.00800180435180664
22,0.009001970291137695
17,0.00800180435180664
26,0.00800180435180664
14,0.009001731872558594
17,0.008002281188964844
29,0.009001493453979492
29,0.00800180435180664
14,0.010002374649047852
37,0.008002042770385742
14,0.009001731872558594
30,0.00800180435180664
44,0.008002281188964844
16,0.008001327514648438
11,0.009001970291137695
22,0.008002042770385742
16,0.00800180435180664
25,0.008001565933227539
21,0.009001970291137695
49,0.009001970291137695
33,0.008002042770385742
22,0.008001565933227539
39,0.009001970291137695
25,0.00800180435180664
28,0.00800180435180664
25,0.009002208709716797
11,0.011002302169799805
20,0.01000213623046875
12,0.01000213623046875
16,0.008001565933227539
23,0.00800180435180664
21,0.009001970291137695
17,0.008001565933227539
33,0.008002281188964844
20,0.009001731872558594
27,0.00800180435180664
12,0.008002042770385742
16,0.009001731872558594
13,0.00800180435180664
27,0.009001970291137695
16,0.00800180435180664
25,0.008001327514648438
13,0.008002519607543945
21,0.009001016616821289
17,0.008002281188964844
16,0.009002447128295898
17,0.008001089096069336
11,0.00800180435180664
16,0.009002923965454102
22,0.009001731872558594
24,0.00800180435180664
18,0.009002208709716797
18,0.008001565933227539
13,0.009002208709716797
19,0.008001565933227539
18,0.008002042770385742
33,0.009002447128295898
17,0.008001089096069336
19,0.008001565933227539
18,0.008002042770385742
21,0.009001493453979492
23,0.008002042770385742
24,0.00800180435180664
17,0.00800180435180664
11,0.009002208709716797
27,0.008001565933227539
15,0.00800180435180664
18,0.009002447128295898
18,0.008001565933227539
23,0.00800180435180664
40,0.008001327514648438
35,0.009002447128295898
18,0.008001327514648438
32,0.008002042770385742
27,0.009002208709716797
22,0.008001327514648438
15,0.008002042770385742
11,0.009001970291137695
11,0.008001565933227539
21,0.009002447128295898
16,0.008001327514648438
22,0.00800180435180664
25,0.009002208709716797
11,0.00800180435180664
30,0.00800180435180664
12,0.009001970291137695
12,0.008002281188964844
36,0.008001327514648438
23,0.009001970291137695
18,0.009001970291137695
41,0.009002208709716797
24,0.008001565933227539
14,0.008002281188964844
25,0.009001493453979492
26,0.008002042770385742
35,0.009001970291137695
17,0.00800180435180664
16,0.00800180435180664
10,0.009001970291137695
36,0.009001731872558594
21,0.008002042770385742
19,0.009001731872558594
41,0.008002042770385742
10,0.008001565933227539
16,0.009002208709716797
26,0.008001089096069336
25,0.008002042770385742
18,0.009002447128295898
22,0.00800180435180664
22,0.009001970291137695
15,0.013002872467041016
12,0.009002208709716797
18,0.008001565933227539
21,0.008002042770385742
19,0.009001970291137695
22,0.008002042770385742
15,0.008001565933227539
29,0.00900125503540039
11,0.008002519607543945
23,0.009002447128295898
21,0.00800180435180664
42,0.008001565933227539
13,0.009001731872558594
18,0.00800180435180664
15,0.011002540588378906
25,0.010002374649047852
27,0.01000213623046875
19,0.008001565933227539
14,0.008002042770385742
17,0.00800180435180664
24,0.008002281188964844
26,0.009001970291137695
20,0.008001327514648438
15,0.008002281188964844
30,0.008001565933227539
20,0.009001970291137695
13,0.00800180435180664
19,0.009001970291137695
26,0.00800180435180664
26,0.009002447128295898
16,0.008001327514648438
22,0.008002042770385742
31,0.009001970291137695
32,0.00800180435180664
23,0.008001327514648438
20,0.009002208709716797
28,0.00800180435180664
29,0.00800180435180664
11,0.008001565933227539
20,0.009001970291137695
29,0.01000213623046875
36,0.010002613067626953
25,0.010002374649047852
18,0.008001565933227539
12,0.009001970291137695
25,0.008002042770385742
29,0.008001565933227539
21,0.008001327514648438
44,0.009002447128295898
27,0.00800323486328125
15,0.009000539779663086
18,0.00800180435180664
12,0.008002042770385742
16,0.009001970291137695
19,0.008001565933227539
44,0.008002042770385742
23,0.009001970291137695
17,0.00800180435180664
22,0.009001731872558594
18,0.008002042770385742
21,0.009001970291137695
33,0.00800180435180664
62,0.008002042770385742
29,0.008001565933227539
25,0.009001970291137695
15,0.00800180435180664
16,0.00800180435180664
16,0.00800180435180664
11,0.009001970291137695
16,0.009001970291137695
16,0.008002281188964844
23,0.00800180435180664
15,0.009001493453979492
11,0.008002042770385742
15,0.009001731872558594
15,0.008002042770385742
20,0.00800180435180664
17,0.009001970291137695
14,0.008001327514648438
23,0.010001897811889648
23,0.008002281188964844
26,0.009001731872558594
11,0.008002042770385742
22,0.009001731872558594
24,0.008002281188964844
15,0.008001327514648438
27,0.009001970291137695
38,0.008001565933227539
17,0.008002042770385742
37,0.008001327514648438
16,0.009002447128295898
16,0.008001565933227539
18,0.009001970291137695
25,0.008002042770385742
13,0.008001565933227539
18,0.009001970291137695
14,0.00800180435180664
15,0.009002208709716797
14,0.01000213623046875
19,0.008002042770385742
23,0.009001731872558594
24,0.00800180435180664
20,0.009002447128295898
17,0.008001565933227539
22,0.009001970291137695
28,0.008002042770385742
22,0.008001565933227539
16,0.009001970291137695
39,0.008002281188964844
17,0.009001970291137695
15,0.008002042770385742
18,0.00800180435180664
19,0.009001493453979492
27,0.008002042770385742
14,0.00800180435180664
17,0.009001970291137695
17,0.00800180435180664
37,0.01000213623046875
45,0.010002374649047852
55,0.008001565933227539
21,0.009002447128295898
31,0.008001565933227539
14,0.00800180435180664
20,0.009001970291137695
