input_length,compute_time
17,0.17303895950317383
11,0.12202739715576172
19,0.16103625297546387
21,0.1600353717803955
32,0.20804667472839355
19,0.16403675079345703
36,0.2290511131286621
33,0.21904897689819336
32,0.2090468406677246
17,0.14303183555603027
35,0.24105477333068848
28,0.1890413761138916
20,0.15103387832641602
26,0.19004273414611816
21,0.16403651237487793
20,0.1510334014892578
20,0.15203523635864258
17,0.14303088188171387
14,0.13303017616271973
14,0.13202929496765137
29,0.20204520225524902
19,0.16203618049621582
45,0.28206324577331543
12,0.11402583122253418
31,0.22104930877685547
30,0.21104717254638672
22,0.17203855514526367
20,0.15203404426574707
14,0.13703060150146484
21,0.16603684425354004
17,0.14503240585327148
13,0.12102699279785156
21,0.15903592109680176
22,0.16803741455078125
37,0.2340528964996338
11,0.12202668190002441
39,0.25305676460266113
29,0.19504332542419434
15,0.13903141021728516
11,0.12102675437927246
13,0.1200265884399414
11,0.1200265884399414
15,0.1400315761566162
18,0.1470332145690918
14,0.13002848625183105
25,0.17704010009765625
31,0.21204686164855957
15,0.138031005859375
33,0.21404767036437988
13,0.12102746963500977
35,0.23205184936523438
13,0.12002682685852051
12,0.11002469062805176
11,0.12102699279785156
16,0.12802886962890625
14,0.13002920150756836
21,0.15903544425964355
27,0.19504427909851074
14,0.13002824783325195
47,0.29006481170654297
19,0.1560349464416504
38,0.2450547218322754
24,0.1670386791229248
11,0.11902523040771484
19,0.15703535079956055
17,0.13903093338012695
16,0.12802886962890625
19,0.1560347080230713
19,0.16003632545471191
28,0.18504095077514648
20,0.14803290367126465
16,0.13002896308898926
25,0.17904019355773926
34,0.22405028343200684
24,0.1690375804901123
23,0.1780400276184082
19,0.15703511238098145
33,0.2160482406616211
12,0.11202526092529297
32,0.20604610443115234
17,0.14103174209594727
16,0.13102936744689941
20,0.1490330696105957
17,0.13903117179870605
19,0.1580350399017334
20,0.14803338050842285
21,0.15903568267822266
19,0.16103601455688477
13,0.12302732467651367
15,0.13903188705444336
25,0.17903995513916016
27,0.19704389572143555
37,0.2340526580810547
16,0.13002896308898926
18,0.15103363990783691
18,0.1490335464477539
28,0.1870417594909668
26,0.1870417594909668
13,0.12302732467651367
14,0.13002920150756836
